step,task_id,remaining_work,status,finished_step
50,16,5.0,pending,
50,17,0,done,17
50,18,10.0,pending,
50,19,15.0,pending,
50,20,15.0,pending,
50,21,15.0,pending,
50,22,0,done,22
50,23,10.0,pending,
50,24,5.0,pending,
50,25,15.0,pending,
50,26,5.0,pending,
50,27,0,done,32
50,28,0,done,39
50,29,10.0,pending,
50,30,15.0,pending,
50,31,5.0,pending,
50,32,10.0,pending,
50,33,0,done,48
50,34,10.0,pending,
50,35,15.0,pending,
50,36,0,done,50
50,37,5.0,pending,
50,38,15.0,pending,
50,39,10.0,pending,
50,40,10.0,pending,
50,41,15.0,pending,
50,42,10.0,pending,
50,43,5.0,pending,
50,44,0,done,35
50,45,5.0,pending,
50,46,5.0,pending,
50,47,15.0,pending,
50,48,10.0,pending,
50,49,15.0,pending,
51,0,10.0,pending,
51,1,10.0,pending,
51,2,5.0,pending,
51,3,9.644251012957346,in_progress,
51,4,0,done,45
51,5,10.0,pending,
51,6,10.0,pending,
51,7,10.0,pending,
51,8,10.0,pending,
51,9,10.0,pending,
51,10,15.0,pending,
51,11,5.0,pending,
51,12,15.0,pending,
51,13,5.0,pending,
51,14,0,done,29
51,15,5.0,pending,
51,16,5.0,pending,
51,17,0,done,17
51,18,10.0,pending,
51,19,15.0,pending,
51,20,15.0,pending,
51,21,15.0,pending,
51,22,0,done,22
51,23,10.0,pending,
51,24,5.0,pending,
51,25,15.0,pending,
51,26,5.0,pending,
51,27,0,done,32
51,28,0,done,39
51,29,10.0,pending,
51,30,15.0,pending,
51,31,5.0,pending,
51,32,10.0,pending,
51,33,0,done,48
51,34,10.0,pending,
51,35,15.0,pending,
51,36,0,done,50
51,37,5.0,pending,
51,38,15.0,pending,
51,39,10.0,pending,
51,40,10.0,pending,
51,41,15.0,pending,
51,42,10.0,pending,
51,43,5.0,pending,
51,44,0,done,35
51,45,5.0,pending,
51,46,5.0,pending,
51,47,15.0,pending,
51,48,10.0,pending,
51,49,15.0,pending,
52,0,10.0,pending,
52,1,10.0,pending,
52,2,5.0,pending,
52,3,6.644251012957346,in_progress,
52,4,0,done,45
52,5,10.0,pending,
52,6,10.0,pending,
52,7,10.0,pending,
52,8,10.0,pending,
52,9,10.0,pending,
52,10,15.0,pending,
52,11,5.0,pending,
52,12,15.0,pending,
52,13,5.0,pending,
52,14,0,done,29
52,15,5.0,pending,
52,16,5.0,pending,
52,17,0,done,17
52,18,10.0,pending,
52,19,15.0,pending,
52,20,15.0,pending,
52,21,15.0,pending,
52,22,0,done,22
52,23,10.0,pending,
52,24,5.0,pending,
52,25,15.0,pending,
52,26,5.0,pending,
52,27,0,done,32
52,28,0,done,39
52,29,10.0,pending,
52,30,15.0,pending,
52,31,5.0,pending,
52,32,10.0,pending,
52,33,0,done,48
52,34,10.0,pending,
52,35,15.0,pending,
52,36,0,done,50
52,37,5.0,pending,
52,38,15.0,pending,
52,39,10.0,pending,
52,40,10.0,pending,
52,41,15.0,pending,
52,42,10.0,pending,
52,43,5.0,pending,
52,44,0,done,35
52,45,5.0,pending,
52,46,5.0,pending,
52,47,15.0,pending,
52,48,10.0,pending,
52,49,15.0,pending,
53,0,10.0,pending,
53,1,10.0,pending,
53,2,5.0,pending,
53,3,3.644251012957346,in_progress,
53,4,0,done,45
53,5,10.0,pending,
53,6,10.0,pending,
53,7,10.0,pending,
53,8,10.0,pending,
53,9,10.0,pending,
53,10,15.0,pending,
53,11,5.0,pending,
53,12,15.0,pending,
53,13,5.0,pending,
53,14,0,done,29
53,15,5.0,pending,
53,16,5.0,pending,
53,17,0,done,17
53,18,10.0,pending,
53,19,15.0,pending,
53,20,15.0,pending,
53,21,15.0,pending,
53,22,0,done,22
53,23,10.0,pending,
53,24,5.0,pending,
53,25,15.0,pending,
53,26,5.0,pending,
53,27,0,done,32
53,28,0,done,39
53,29,10.0,pending,
53,30,15.0,pending,
53,31,5.0,pending,
53,32,10.0,pending,
53,33,0,done,48
53,34,10.0,pending,
53,35,15.0,pending,
53,36,0,done,50
53,37,5.0,pending,
53,38,15.0,pending,
53,39,10.0,pending,
53,40,10.0,pending,
53,41,15.0,pending,
53,42,10.0,pending,
53,43,5.0,pending,
53,44,0,done,35
53,45,5.0,pending,
53,46,5.0,pending,
53,47,15.0,pending,
53,48,10.0,pending,
53,49,15.0,pending,
54,0,10.0,pending,
54,1,10.0,pending,
54,2,5.0,pending,
54,3,0.644251012957346,in_progress,
54,4,0,done,45
54,5,10.0,pending,
54,6,10.0,pending,
54,7,10.0,pending,
54,8,10.0,pending,
54,9,10.0,pending,
54,10,15.0,pending,
54,11,5.0,pending,
54,12,14.109525539549532,in_progress,
54,13,5.0,pending,
54,14,0,done,29
54,15,5.0,pending,
54,16,5.0,pending,
54,17,0,done,17
54,18,10.0,pending,
54,19,15.0,pending,
54,20,15.0,pending,
54,21,15.0,pending,
54,22,0,done,22
54,23,10.0,pending,
54,24,5.0,pending,
54,25,15.0,pending,
54,26,5.0,pending,
54,27,0,done,32
54,28,0,done,39
54,29,10.0,pending,
54,30,15.0,pending,
54,31,5.0,pending,
54,32,10.0,pending,
54,33,0,done,48
54,34,10.0,pending,
54,35,15.0,pending,
54,36,0,done,50
54,37,5.0,pending,
54,38,15.0,pending,
54,39,10.0,pending,
54,40,10.0,pending,
54,41,15.0,pending,
54,42,10.0,pending,
54,43,5.0,pending,
54,44,0,done,35
54,45,5.0,pending,
54,46,5.0,pending,
54,47,15.0,pending,
54,48,10.0,pending,
54,49,15.0,pending,
55,0,10.0,pending,
55,1,10.0,pending,
55,2,5.0,pending,
55,3,0,done,55
55,4,0,done,45
55,5,10.0,pending,
55,6,10.0,pending,
55,7,10.0,pending,
55,8,10.0,pending,
55,9,10.0,pending,
55,10,15.0,pending,
55,11,5.0,pending,
55,12,8.109525539549532,in_progress,
55,13,5.0,pending,
55,14,0,done,29
55,15,5.0,pending,
55,16,5.0,pending,
55,17,0,done,17
55,18,10.0,pending,
55,19,15.0,pending,
55,20,15.0,pending,
55,21,15.0,pending,
55,22,0,done,22
55,23,10.0,pending,
55,24,5.0,pending,
55,25,15.0,pending,
55,26,5.0,pending,
55,27,0,done,32
55,28,0,done,39
55,29,10.0,pending,
55,30,15.0,pending,
55,31,5.0,pending,
55,32,10.0,pending,
55,33,0,done,48
55,34,10.0,pending,
55,35,15.0,pending,
55,36,0,done,50
55,37,5.0,pending,
55,38,15.0,pending,
55,39,10.0,pending,
55,40,10.0,pending,
55,41,15.0,pending,
55,42,10.0,pending,
55,43,5.0,pending,
55,44,0,done,35
55,45,5.0,pending,
55,46,5.0,pending,
55,47,15.0,pending,
55,48,10.0,pending,
55,49,15.0,pending,
56,0,10.0,pending,
56,1,10.0,pending,
56,2,5.0,pending,
56,3,0,done,55
56,4,0,done,45
56,5,10.0,pending,
56,6,10.0,pending,
56,7,10.0,pending,
56,8,10.0,pending,
56,9,10.0,pending,
56,10,15.0,pending,
56,11,5.0,pending,
56,12,0.43988592620486067,in_progress,
56,13,5.0,pending,
56,14,0,done,29
56,15,5.0,pending,
56,16,5.0,pending,
56,17,0,done,17
56,18,10.0,pending,
56,19,15.0,pending,
56,20,15.0,pending,
56,21,15.0,pending,
56,22,0,done,22
56,23,10.0,pending,
56,24,5.0,pending,
56,25,15.0,pending,
56,26,5.0,pending,
56,27,0,done,32
56,28,0,done,39
56,29,10.0,pending,
56,30,15.0,pending,
56,31,5.0,pending,
56,32,10.0,pending,
56,33,0,done,48
56,34,10.0,pending,
56,35,15.0,pending,
56,36,0,done,50
56,37,5.0,pending,
56,38,15.0,pending,
56,39,10.0,pending,
56,40,10.0,pending,
56,41,15.0,pending,
56,42,10.0,pending,
56,43,5.0,pending,
56,44,0,done,35
56,45,5.0,pending,
56,46,5.0,pending,
56,47,15.0,pending,
56,48,10.0,pending,
56,49,15.0,pending,
57,0,10.0,pending,
57,1,10.0,pending,
57,2,5.0,pending,
57,3,0,done,55
57,4,0,done,45
57,5,10.0,pending,
57,6,10.0,pending,
57,7,10.0,pending,
57,8,10.0,pending,
57,9,10.0,pending,
57,10,15.0,pending,
57,11,5.0,pending,
57,12,0,done,57
57,13,5.0,pending,
57,14,0,done,29
57,15,5.0,pending,
57,16,5.0,pending,
57,17,0,done,17
57,18,10.0,pending,
57,19,15.0,pending,
57,20,15.0,pending,
57,21,15.0,pending,
57,22,0,done,22
57,23,10.0,pending,
57,24,5.0,pending,
57,25,15.0,pending,
57,26,5.0,pending,
57,27,0,done,32
57,28,0,done,39
57,29,10.0,pending,
57,30,15.0,pending,
57,31,5.0,pending,
57,32,10.0,pending,
57,33,0,done,48
57,34,10.0,pending,
57,35,15.0,pending,
57,36,0,done,50
57,37,5.0,pending,
57,38,15.0,pending,
57,39,10.0,pending,
57,40,10.0,pending,
57,41,15.0,pending,
57,42,10.0,pending,
57,43,5.0,pending,
57,44,0,done,35
57,45,5.0,pending,
57,46,5.0,pending,
57,47,15.0,pending,
57,48,10.0,pending,
57,49,15.0,pending,
58,0,10.0,pending,
58,1,10.0,pending,
58,2,5.0,pending,
58,3,0,done,55
58,4,0,done,45
58,5,10.0,pending,
58,6,10.0,pending,
58,7,10.0,pending,
58,8,10.0,pending,
58,9,10.0,pending,
58,10,15.0,pending,
58,11,5.0,pending,
58,12,0,done,57
58,13,5.0,pending,
58,14,0,done,29
58,15,5.0,pending,
58,16,5.0,pending,
58,17,0,done,17
58,18,10.0,pending,
58,19,15.0,pending,
58,20,15.0,pending,
58,21,15.0,pending,
58,22,0,done,22
58,23,10.0,pending,
58,24,5.0,pending,
58,25,15.0,pending,
58,26,5.0,pending,
58,27,0,done,32
58,28,0,done,39
58,29,10.0,pending,
58,30,15.0,pending,
58,31,5.0,pending,
58,32,10.0,pending,
58,33,0,done,48
58,34,10.0,pending,
58,35,15.0,pending,
58,36,0,done,50
58,37,5.0,pending,
58,38,15.0,pending,
58,39,10.0,pending,
58,40,10.0,pending,
58,41,15.0,pending,
58,42,10.0,pending,
58,43,5.0,pending,
58,44,0,done,35
58,45,5.0,pending,
58,46,5.0,pending,
58,47,15.0,pending,
58,48,10.0,pending,
58,49,15.0,pending,
59,0,10.0,pending,
59,1,10.0,pending,
59,2,5.0,pending,
59,3,0,done,55
59,4,0,done,45
59,5,10.0,pending,
59,6,10.0,pending,
59,7,10.0,pending,
59,8,10.0,pending,
59,9,10.0,pending,
59,10,15.0,pending,
59,11,5.0,pending,
59,12,0,done,57
59,13,5.0,pending,
59,14,0,done,29
59,15,5.0,pending,
59,16,5.0,pending,
59,17,0,done,17
59,18,10.0,pending,
59,19,15.0,pending,
59,20,15.0,pending,
59,21,15.0,pending,
59,22,0,done,22
59,23,10.0,pending,
59,24,5.0,pending,
59,25,15.0,pending,
59,26,5.0,pending,
59,27,0,done,32
59,28,0,done,39
59,29,10.0,pending,
59,30,15.0,pending,
59,31,5.0,pending,
59,32,10.0,pending,
59,33,0,done,48
59,34,10.0,pending,
59,35,15.0,pending,
59,36,0,done,50
59,37,5.0,pending,
59,38,15.0,pending,
59,39,10.0,pending,
59,40,10.0,pending,
59,41,15.0,pending,
59,42,10.0,pending,
59,43,5.0,pending,
59,44,0,done,35
59,45,5.0,pending,
59,46,5.0,pending,
59,47,15.0,pending,
59,48,10.0,pending,
59,49,15.0,pending,
60,0,10.0,pending,
60,1,10.0,pending,
60,2,5.0,pending,
60,3,0,done,55
60,4,0,done,45
60,5,10.0,pending,
60,6,10.0,pending,
60,7,10.0,pending,
60,8,10.0,pending,
60,9,10.0,pending,
60,10,15.0,pending,
60,11,3.317835874816689,in_progress,
60,12,0,done,57
60,13,5.0,pending,
60,14,0,done,29
60,15,5.0,pending,
60,16,5.0,pending,
60,17,0,done,17
60,18,10.0,pending,
60,19,15.0,pending,
60,20,15.0,pending,
60,21,15.0,pending,
60,22,0,done,22
60,23,10.0,pending,
60,24,5.0,pending,
60,25,15.0,pending,
60,26,5.0,pending,
60,27,0,done,32
60,28,0,done,39
60,29,10.0,pending,
60,30,15.0,pending,
60,31,5.0,pending,
60,32,10.0,pending,
60,33,0,done,48
60,34,10.0,pending,
60,35,15.0,pending,
60,36,0,done,50
60,37,5.0,pending,
60,38,15.0,pending,
60,39,10.0,pending,
60,40,10.0,pending,
60,41,15.0,pending,
60,42,10.0,pending,
60,43,5.0,pending,
60,44,0,done,35
60,45,5.0,pending,
60,46,5.0,pending,
60,47,15.0,pending,
60,48,10.0,pending,
60,49,15.0,pending,
61,0,10.0,pending,
61,1,10.0,pending,
61,2,5.0,pending,
61,3,0,done,55
61,4,0,done,45
61,5,10.0,pending,
61,6,10.0,pending,
61,7,10.0,pending,
61,8,10.0,pending,
61,9,10.0,pending,
61,10,15.0,pending,
61,11,0.31783587481668896,in_progress,
61,12,0,done,57
61,13,5.0,pending,
61,14,0,done,29
61,15,5.0,pending,
61,16,5.0,pending,
61,17,0,done,17
61,18,10.0,pending,
61,19,15.0,pending,
61,20,15.0,pending,
61,21,15.0,pending,
61,22,0,done,22
61,23,10.0,pending,
61,24,5.0,pending,
61,25,15.0,pending,
61,26,5.0,pending,
61,27,0,done,32
61,28,0,done,39
61,29,10.0,pending,
61,30,9.294529815313524,in_progress,
61,31,5.0,pending,
61,32,10.0,pending,
61,33,0,done,48
61,34,10.0,pending,
61,35,15.0,pending,
61,36,0,done,50
61,37,5.0,pending,
61,38,15.0,pending,
61,39,10.0,pending,
61,40,10.0,pending,
61,41,15.0,pending,
61,42,10.0,pending,
61,43,5.0,pending,
61,44,0,done,35
61,45,5.0,pending,
61,46,5.0,pending,
61,47,15.0,pending,
61,48,10.0,pending,
61,49,15.0,pending,
62,0,10.0,pending,
62,1,10.0,pending,
62,2,5.0,pending,
62,3,0,done,55
62,4,0,done,45
62,5,10.0,pending,
62,6,10.0,pending,
62,7,10.0,pending,
62,8,10.0,pending,
62,9,10.0,pending,
62,10,15.0,pending,
62,11,0,done,62
62,12,0,done,57
62,13,5.0,pending,
62,14,0,done,29
62,15,5.0,pending,
62,16,5.0,pending,
62,17,0,done,17
62,18,10.0,pending,
62,19,15.0,pending,
62,20,15.0,pending,
62,21,15.0,pending,
62,22,0,done,22
62,23,10.0,pending,
62,24,5.0,pending,
62,25,15.0,pending,
62,26,5.0,pending,
62,27,0,done,32
62,28,0,done,39
62,29,10.0,pending,
62,30,0.09677321902635327,in_progress,
62,31,5.0,pending,
62,32,10.0,pending,
62,33,0,done,48
62,34,10.0,pending,
62,35,15.0,pending,
62,36,0,done,50
62,37,5.0,pending,
62,38,15.0,pending,
62,39,10.0,pending,
62,40,10.0,pending,
62,41,15.0,pending,
62,42,10.0,pending,
62,43,5.0,pending,
62,44,0,done,35
62,45,5.0,pending,
62,46,5.0,pending,
62,47,15.0,pending,
62,48,10.0,pending,
62,49,15.0,pending,
63,0,10.0,pending,
63,1,10.0,pending,
63,2,5.0,pending,
63,3,0,done,55
63,4,0,done,45
63,5,10.0,pending,
63,6,10.0,pending,
63,7,10.0,pending,
63,8,10.0,pending,
63,9,10.0,pending,
63,10,15.0,pending,
63,11,0,done,62
63,12,0,done,57
63,13,5.0,pending,
63,14,0,done,29
63,15,5.0,pending,
63,16,5.0,pending,
63,17,0,done,17
63,18,10.0,pending,
63,19,15.0,pending,
63,20,15.0,pending,
63,21,15.0,pending,
63,22,0,done,22
63,23,10.0,pending,
63,24,5.0,pending,
63,25,15.0,pending,
63,26,5.0,pending,
63,27,0,done,32
63,28,0,done,39
63,29,10.0,pending,
63,30,0,done,63
63,31,5.0,pending,
63,32,10.0,pending,
63,33,0,done,48
63,34,10.0,pending,
63,35,15.0,pending,
63,36,0,done,50
63,37,5.0,pending,
63,38,15.0,pending,
63,39,10.0,pending,
63,40,10.0,pending,
63,41,15.0,pending,
63,42,10.0,pending,
63,43,5.0,pending,
63,44,0,done,35
63,45,5.0,pending,
63,46,5.0,pending,
63,47,15.0,pending,
63,48,10.0,pending,
63,49,15.0,pending,
64,0,10.0,pending,
64,1,10.0,pending,
64,2,5.0,pending,
64,3,0,done,55
64,4,0,done,45
64,5,10.0,pending,
64,6,10.0,pending,
64,7,10.0,pending,
64,8,10.0,pending,
64,9,10.0,pending,
64,10,15.0,pending,
64,11,0,done,62
64,12,0,done,57
64,13,5.0,pending,
64,14,0,done,29
64,15,5.0,pending,
64,16,5.0,pending,
64,17,0,done,17
64,18,10.0,pending,
64,19,15.0,pending,
64,20,15.0,pending,
64,21,15.0,pending,
64,22,0,done,22
64,23,10.0,pending,
64,24,5.0,pending,
64,25,15.0,pending,
64,26,5.0,pending,
64,27,0,done,32
64,28,0,done,39
64,29,10.0,pending,
64,30,0,done,63
64,31,5.0,pending,
64,32,10.0,pending,
64,33,0,done,48
64,34,10.0,pending,
64,35,15.0,pending,
64,36,0,done,50
64,37,5.0,pending,
64,38,15.0,pending,
64,39,10.0,pending,
64,40,10.0,pending,
64,41,15.0,pending,
64,42,10.0,pending,
64,43,3.8587374925920988,in_progress,
64,44,0,done,35
64,45,5.0,pending,
64,46,5.0,pending,
64,47,15.0,pending,
64,48,10.0,pending,
64,49,15.0,pending,
65,0,10.0,pending,
65,1,10.0,pending,
65,2,5.0,pending,
65,3,0,done,55
65,4,0,done,45
65,5,10.0,pending,
65,6,10.0,pending,
65,7,10.0,pending,
65,8,10.0,pending,
65,9,10.0,pending,
65,10,15.0,pending,
65,11,0,done,62
65,12,0,done,57
65,13,5.0,pending,
65,14,0,done,29
65,15,5.0,pending,
65,16,5.0,pending,
65,17,0,done,17
65,18,10.0,pending,
65,19,15.0,pending,
65,20,15.0,pending,
65,21,15.0,pending,
65,22,0,done,22
65,23,10.0,pending,
65,24,5.0,pending,
65,25,15.0,pending,
65,26,5.0,pending,
65,27,0,done,32
65,28,0,done,39
65,29,10.0,pending,
65,30,0,done,63
65,31,5.0,pending,
65,32,10.0,pending,
65,33,0,done,48
65,34,10.0,pending,
65,35,15.0,pending,
65,36,0,done,50
65,37,5.0,pending,
65,38,15.0,pending,
65,39,10.0,pending,
65,40,10.0,pending,
65,41,15.0,pending,
65,42,10.0,pending,
65,43,0.8587374925920988,in_progress,
65,44,0,done,35
65,45,5.0,pending,
65,46,5.0,pending,
65,47,15.0,pending,
65,48,10.0,pending,
65,49,15.0,pending,
66,0,10.0,pending,
66,1,10.0,pending,
66,2,5.0,pending,
66,3,0,done,55
66,4,0,done,45
66,5,10.0,pending,
66,6,10.0,pending,
66,7,10.0,pending,
66,8,10.0,pending,
66,9,10.0,pending,
66,10,15.0,pending,
66,11,0,done,62
66,12,0,done,57
66,13,5.0,pending,
66,14,0,done,29
66,15,5.0,pending,
66,16,5.0,pending,
66,17,0,done,17
66,18,10.0,pending,
66,19,15.0,pending,
66,20,15.0,pending,
66,21,15.0,pending,
66,22,0,done,22
66,23,10.0,pending,
66,24,5.0,pending,
66,25,15.0,pending,
66,26,5.0,pending,
66,27,0,done,32
66,28,0,done,39
66,29,10.0,pending,
66,30,0,done,63
66,31,5.0,pending,
66,32,10.0,pending,
66,33,0,done,48
66,34,10.0,pending,
66,35,15.0,pending,
66,36,0,done,50
66,37,5.0,pending,
66,38,15.0,pending,
66,39,10.0,pending,
66,40,10.0,pending,
66,41,15.0,pending,
66,42,10.0,pending,
66,43,0,done,66
66,44,0,done,35
66,45,5.0,pending,
66,46,2.921114133008002,in_progress,
66,47,15.0,pending,
66,48,10.0,pending,
66,49,15.0,pending,
67,0,10.0,pending,
67,1,10.0,pending,
67,2,5.0,pending,
67,3,0,done,55
67,4,0,done,45
67,5,10.0,pending,
67,6,10.0,pending,
67,7,10.0,pending,
67,8,10.0,pending,
67,9,10.0,pending,
67,10,15.0,pending,
67,11,0,done,62
67,12,0,done,57
67,13,5.0,pending,
67,14,0,done,29
67,15,5.0,pending,
67,16,5.0,pending,
67,17,0,done,17
67,18,10.0,pending,
67,19,15.0,pending,
67,20,15.0,pending,
67,21,15.0,pending,
67,22,0,done,22
67,23,10.0,pending,
67,24,5.0,pending,
67,25,15.0,pending,
67,26,5.0,pending,
67,27,0,done,32
67,28,0,done,39
67,29,10.0,pending,
67,30,0,done,63
67,31,5.0,pending,
67,32,10.0,pending,
67,33,0,done,48
67,34,10.0,pending,
67,35,15.0,pending,
67,36,0,done,50
67,37,5.0,pending,
67,38,15.0,pending,
67,39,10.0,pending,
67,40,10.0,pending,
67,41,15.0,pending,
67,42,10.0,pending,
67,43,0,done,66
67,44,0,done,35
67,45,5.0,pending,
67,46,0,done,67
67,47,15.0,pending,
67,48,10.0,pending,
67,49,15.0,pending,
68,0,10.0,pending,
68,1,10.0,pending,
68,2,5.0,pending,
68,3,0,done,55
68,4,0,done,45
68,5,10.0,pending,
68,6,10.0,pending,
68,7,10.0,pending,
68,8,10.0,pending,
68,9,10.0,pending,
68,10,15.0,pending,
68,11,0,done,62
68,12,0,done,57
68,13,5.0,pending,
68,14,0,done,29
68,15,5.0,pending,
68,16,5.0,pending,
68,17,0,done,17
68,18,10.0,pending,
68,19,15.0,pending,
68,20,15.0,pending,
68,21,15.0,pending,
68,22,0,done,22
68,23,10.0,pending,
68,24,5.0,pending,
68,25,15.0,pending,
68,26,5.0,pending,
68,27,0,done,32
68,28,0,done,39
68,29,10.0,pending,
68,30,0,done,63
68,31,5.0,pending,
68,32,10.0,pending,
68,33,0,done,48
68,34,10.0,pending,
68,35,15.0,pending,
68,36,0,done,50
68,37,5.0,pending,
68,38,15.0,pending,
68,39,10.0,pending,
68,40,10.0,pending,
68,41,15.0,pending,
68,42,10.0,pending,
68,43,0,done,66
68,44,0,done,35
68,45,5.0,pending,
68,46,0,done,67
68,47,15.0,pending,
68,48,10.0,pending,
68,49,15.0,pending,
69,0,10.0,pending,
69,1,10.0,pending,
69,2,5.0,pending,
69,3,0,done,55
69,4,0,done,45
69,5,10.0,pending,
69,6,10.0,pending,
69,7,10.0,pending,
69,8,10.0,pending,
69,9,10.0,pending,
69,10,15.0,pending,
69,11,0,done,62
69,12,0,done,57
69,13,5.0,pending,
69,14,0,done,29
69,15,5.0,pending,
69,16,5.0,pending,
69,17,0,done,17
69,18,10.0,pending,
69,19,15.0,pending,
69,20,15.0,pending,
69,21,15.0,pending,
69,22,0,done,22
69,23,10.0,pending,
69,24,5.0,pending,
69,25,15.0,pending,
69,26,5.0,pending,
69,27,0,done,32
69,28,0,done,39
69,29,10.0,pending,
69,30,0,done,63
69,31,5.0,pending,
69,32,10.0,pending,
69,33,0,done,48
69,34,10.0,pending,
69,35,15.0,pending,
69,36,0,done,50
69,37,5.0,pending,
69,38,15.0,pending,
69,39,10.0,pending,
69,40,10.0,pending,
69,41,15.0,pending,
69,42,10.0,pending,
69,43,0,done,66
69,44,0,done,35
69,45,5.0,pending,
69,46,0,done,67
69,47,15.0,pending,
69,48,10.0,pending,
69,49,15.0,pending,
70,0,10.0,pending,
70,1,10.0,pending,
70,2,5.0,pending,
70,3,0,done,55
70,4,0,done,45
70,5,10.0,pending,
70,6,10.0,pending,
70,7,10.0,pending,
70,8,10.0,pending,
70,9,10.0,pending,
70,10,15.0,pending,
70,11,0,done,62
70,12,0,done,57
70,13,5.0,pending,
70,14,0,done,29
70,15,5.0,pending,
70,16,5.0,pending,
70,17,0,done,17
70,18,10.0,pending,
70,19,15.0,pending,
70,20,15.0,pending,
70,21,15.0,pending,
70,22,0,done,22
70,23,10.0,pending,
70,24,5.0,pending,
70,25,15.0,pending,
70,26,5.0,pending,
70,27,0,done,32
70,28,0,done,39
70,29,10.0,pending,
70,30,0,done,63
70,31,5.0,pending,
70,32,10.0,pending,
70,33,0,done,48
70,34,10.0,pending,
70,35,15.0,pending,
70,36,0,done,50
70,37,5.0,pending,
70,38,15.0,pending,
70,39,10.0,pending,
70,40,10.0,pending,
70,41,15.0,pending,
70,42,10.0,pending,
70,43,0,done,66
70,44,0,done,35
70,45,5.0,pending,
70,46,0,done,67
70,47,15.0,pending,
70,48,10.0,pending,
70,49,15.0,pending,
71,0,10.0,pending,
71,1,10.0,pending,
71,2,5.0,pending,
71,3,0,done,55
71,4,0,done,45
71,5,10.0,pending,
71,6,7.472758379656915,in_progress,
71,7,10.0,pending,
71,8,10.0,pending,
71,9,10.0,pending,
71,10,15.0,pending,
71,11,0,done,62
71,12,0,done,57
71,13,5.0,pending,
71,14,0,done,29
71,15,4.2802758757818005,in_progress,
71,16,5.0,pending,
71,17,0,done,17
71,18,10.0,pending,
71,19,15.0,pending,
71,20,15.0,pending,
71,21,15.0,pending,
71,22,0,done,22
71,23,10.0,pending,
71,24,5.0,pending,
71,25,15.0,pending,
71,26,5.0,pending,
71,27,0,done,32
71,28,0,done,39
71,29,10.0,pending,
71,30,0,done,63
71,31,5.0,pending,
71,32,10.0,pending,
71,33,0,done,48
71,34,10.0,pending,
71,35,15.0,pending,
71,36,0,done,50
71,37,5.0,pending,
71,38,15.0,pending,
71,39,10.0,pending,
71,40,10.0,pending,
71,41,15.0,pending,
71,42,10.0,pending,
71,43,0,done,66
71,44,0,done,35
71,45,5.0,pending,
71,46,0,done,67
71,47,15.0,pending,
71,48,10.0,pending,
71,49,15.0,pending,
72,0,10.0,pending,
72,1,10.0,pending,
72,2,5.0,pending,
72,3,0,done,55
72,4,0,done,45
72,5,10.0,pending,
72,6,1.4727583796569146,in_progress,
72,7,10.0,pending,
72,8,10.0,pending,
72,9,10.0,pending,
72,10,15.0,pending,
72,11,0,done,62
72,12,0,done,57
72,13,5.0,pending,
72,14,0,done,29
72,15,0,done,72
72,16,5.0,pending,
72,17,0,done,17
72,18,10.0,pending,
72,19,15.0,pending,
72,20,15.0,pending,
72,21,15.0,pending,
72,22,0,done,22
72,23,10.0,pending,
72,24,5.0,pending,
72,25,15.0,pending,
72,26,5.0,pending,
72,27,0,done,32
72,28,0,done,39
72,29,10.0,pending,
72,30,0,done,63
72,31,5.0,pending,
72,32,10.0,pending,
72,33,0,done,48
72,34,10.0,pending,
72,35,15.0,pending,
72,36,0,done,50
72,37,5.0,pending,
72,38,15.0,pending,
72,39,10.0,pending,
72,40,10.0,pending,
72,41,15.0,pending,
72,42,10.0,pending,
72,43,0,done,66
72,44,0,done,35
72,45,5.0,pending,
72,46,0,done,67
72,47,15.0,pending,
72,48,10.0,pending,
72,49,15.0,pending,
73,0,10.0,pending,
73,1,10.0,pending,
73,2,5.0,pending,
73,3,0,done,55
73,4,0,done,45
73,5,10.0,pending,
73,6,0,done,73
73,7,10.0,pending,
73,8,10.0,pending,
73,9,10.0,pending,
73,10,15.0,pending,
73,11,0,done,62
73,12,0,done,57
73,13,5.0,pending,
73,14,0,done,29
73,15,0,done,72
73,16,5.0,pending,
73,17,0,done,17
73,18,10.0,pending,
73,19,15.0,pending,
73,20,15.0,pending,
73,21,15.0,pending,
73,22,0,done,22
73,23,10.0,pending,
73,24,5.0,pending,
73,25,15.0,pending,
73,26,5.0,pending,
73,27,0,done,32
73,28,0,done,39
73,29,10.0,pending,
73,30,0,done,63
73,31,5.0,pending,
73,32,10.0,pending,
73,33,0,done,48
73,34,10.0,pending,
73,35,15.0,pending,
73,36,0,done,50
73,37,5.0,pending,
73,38,15.0,pending,
73,39,10.0,pending,
73,40,10.0,pending,
73,41,15.0,pending,
73,42,10.0,pending,
73,43,0,done,66
73,44,0,done,35
73,45,5.0,pending,
73,46,0,done,67
73,47,15.0,pending,
73,48,10.0,pending,
73,49,15.0,pending,
74,0,10.0,pending,
74,1,10.0,pending,
74,2,5.0,pending,
74,3,0,done,55
74,4,0,done,45
74,5,10.0,pending,
74,6,0,done,73
74,7,10.0,pending,
74,8,10.0,pending,
74,9,10.0,pending,
74,10,15.0,pending,
74,11,0,done,62
74,12,0,done,57
74,13,5.0,pending,
74,14,0,done,29
74,15,0,done,72
74,16,5.0,pending,
74,17,0,done,17
74,18,10.0,pending,
74,19,15.0,pending,
74,20,15.0,pending,
